dist,town,village,area,orientations,room,bedroom,living_room,washing_room,rent,lease_mode,label,elevator,parking,water,electricity,gas
香洲区,老香洲,桃园新村,80,南,32厅1卫,3,2,1,4000 ,整租,/精装/,有,租用车位,民水,民电,无
香洲区,拱北,正邦岭秀城,131.92,北,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,吉大,园林熙郡,98,南,32厅1卫,3,2,1,4000 ,整租,/精装/,有,租用车位,民水,民电,无
香洲区,南湾,华发新城四期,132,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,老香洲,好景花园,87,东南,32厅1卫,3,2,1,4000 ,整租,/,有,租用车位,民水,民电,有
香洲区,横琴,龙光·玖龙玺,106.13,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
香洲区,吉大,龙洲湾花园,223,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,洪湾,中邦浪琴湾,100,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,老香洲,如意街,84,南,32厅1卫,3,2,1,4000 ,整租,/,有,租用车位,商水,商电,无
香洲区,湾仔,华发四季半岛·翡翠湾,103,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,免费车位,商水,商电,有
香洲区,南湾,华发新城五期,89,东,32厅1卫,3,2,1,4000 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,新香洲,太阳城,100,南,32厅1卫,3,2,1,4000 ,整租,/业主自荐/精装/,有,租用车位,民水,民电,无
香洲区,上冲,橘子郡,110,南北,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,拱北,海涛居,138,东,32厅1卫,3,2,1,4000 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,唐家湾,万科红树东岸,105,东南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,有
香洲区,唐家湾,仁恒滨海半岛1期,96,东南,32厅1卫,3,2,1,4000 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,新香洲,鸿运花园,98,南,32厅2卫,3,2,2,4000 ,整租,/双卫生间/,有,租用车位,民水,民电,无
香洲区,唐家湾,珠海雅居乐国际花园一期,100,西北北,32厅2卫,3,2,2,4000 ,整租,/双卫生间/,有,租用车位,商水,商电,有
香洲区,拱北,银海新村,67.7,东南,31厅1卫,3,1,1,4000 ,整租,/随时看房/,有,租用车位,民水,民电,无
香洲区,湾仔,水岸华都,81,北,32厅1卫,3,2,1,4000 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,兰埔,富丽花园,80,西,32厅1卫,3,2,1,4000 ,整租,/随时看房/,有,免费车位,商水,商电,无
香洲区,拱北,桂花苑,138,南,32厅2卫,3,2,2,4000 ,整租,/双卫生间/,有,免费车位,民水,民电,有
香洲区,南湾,华发新城五期,125.84,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,唐家湾,正方蔚蓝公馆,88,南,32厅1卫,3,2,1,4000 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,上冲,万科城市中心,89,东南南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,老香洲,公积金中心大厦,96,南,32厅1卫,3,2,1,4000 ,整租,/精装/随时看房/,有,免费车位,商水,商电,有
香洲区,新香洲,富华广场北区,80,西,32厅1卫,3,2,1,4000 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,上冲,万科城市中心,89,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,前山,财富世家二期,137.57,西北,32厅2卫,3,2,2,4000 ,整租,/双卫生间/,有,免费车位,民水,民电,有
香洲区,夏湾,龙光玖龙湾,123,东南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,唐家湾,中海星筑,97,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,免费车位,商水,商电,无
香洲区,新香洲,万丰花园,106,东南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,横琴,华发悦府,120,南北,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,商电,有
香洲区,南湾,华发新城三期,136,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,湾仔,华发峰景湾,117,南,32厅2卫,3,2,2,4000 ,整租,/双卫生间/,有,免费车位,商水,商电,有
香洲区,吉大,山水华庭,140,东南,32厅2卫,3,2,2,4000 ,整租,/双卫生间/随时看房/,有,免费车位,民水,民电,有
香洲区,夏湾,紫金阁,94,北,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,洪湾,中邦浪琴湾,118,东,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,前山,翠怡花园,84.3,东南,31厅1卫,3,1,1,4000 ,整租,/,有,免费车位,民水,民电,无
香洲区,南湾,华发新城四期,131,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,吉大,景湾商住楼,110,西北,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/随时看房/,有,免费车位,民水,民电,有
香洲区,横琴,龙光·玖龙玺,104,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
香洲区,夏湾,国华花园,133,南,32厅2卫,3,2,2,4000 ,整租,/双卫生间/随时看房/,有,租用车位,商水,商电,有
香洲区,横琴,中海名钻花园,96,南,32厅1卫,3,2,1,4000 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,南湾,华发新城二期,186,东南,32厅3卫,3,2,3,4000 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,上冲,恒雅名园,88,东北,31厅1卫,3,1,1,4000 ,整租,/,有,租用车位,民水,民电,无
香洲区,横琴,龙光·玖龙玺,105,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
香洲区,新香洲,嘉祥苑,95.74,南北,32厅1卫,3,2,1,4000 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,前山,明珠山庄,110,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,南湾,华发世纪城四期,145,南北,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,老香洲,桃园新村,95,南,32厅1卫,3,2,1,4000 ,整租,/,有,租用车位,民水,民电,无
香洲区,湾仔,华发四季半岛·翡翠湾,99,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,有
香洲区,上冲,万科城市中心,89,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,南屏,和丰御庭,99,东,32厅1卫,3,2,1,4000 ,整租,/精装/随时看房/,有,租用车位,商水,商电,有
香洲区,拱北,银海新村,67,东南,31厅1卫,3,1,1,4000 ,整租,/随时看房/,有,租用车位,民水,民电,无
香洲区,新香洲,仁恒星园,132,东南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,湾仔,鸿景花园,104.46,东,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,有
香洲区,上冲,棕榈四季,84,东南,32厅1卫,3,2,1,4000 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,唐家湾,惠景慧园,99,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
香洲区,南湾,华发新城五期,136,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,上冲,奥园商业广场,125,南北,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,湾仔,佳兆业·水岸华都·悦港湾,89,南,31厅1卫,3,1,1,4000 ,整租,/精装/,有,租用车位,商水,商电,有
香洲区,吉大,黄金石花园,99.8,南,32厅1卫,3,2,1,4000 ,整租,/精装/,有,租用车位,商水,商电,无
香洲区,翠微,中经花园,83,南,32厅1卫,3,2,1,4000 ,整租,/,有,租用车位,民水,民电,无
香洲区,上冲,华发城建未来荟,86,南,32厅1卫,3,2,1,4000 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,前山,招商花园城一期,89.7,北,32厅1卫,3,2,1,4000 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,拱北,龙园海湾雅苑,173,东南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,前山,金福广场,60,南,31厅1卫,3,1,1,4000 ,整租,/精装/,有,租用车位,民水,民电,无
香洲区,吉大,百森花园,120,东南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,无
香洲区,唐家湾,龙腾湾山庄,142,西南,32厅2卫,3,2,2,4000 ,整租,/双卫生间/,有,租用车位,民水,民电,有
香洲区,拱北,恒虹世纪广场,123,东南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,前山,梅花豪庭,88,南,32厅1卫,3,2,1,4000 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,南湾,中信红树湾二期,150,东南南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,唐家湾,海怡湾畔,126,南北,32厅1卫,3,2,1,4000 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,南湾,御东领岸,92,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,上冲,万科城市中心,89,东南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,老香洲,前进街住宅,80,南北,31厅1卫,3,1,1,4000 ,整租,/精装/,有,租用车位,商水,商电,无
香洲区,南湾,华策南湾国际,133,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,唐家湾,万科第五园,88,南,32厅2卫,3,2,2,4000 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,无
香洲区,吉大,白莲新村,95.3,东南,32厅1卫,3,2,1,4000 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,唐家湾,华发蔚蓝堡三期,90,西南,32厅1卫,3,2,1,4000 ,整租,/精装/随时看房/,有,租用车位,商水,商电,有
香洲区,上冲,华发城建未来荟,89.18,东南,32厅1卫,3,2,1,4000 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,柠溪,胡湾路二巷,93,南,32厅1卫,3,2,1,3999 ,整租,/,有,租用车位,商水,商电,无
香洲区,唐家湾,泰盈玖悦湾,105,东南,32厅2卫,3,2,2,3999 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
香洲区,新香洲,荟雅名苑,146.55,南,32厅2卫,3,2,2,3995 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,新香洲,春晖花园,138,南,32厅2卫,3,2,2,3980 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,无
香洲区,上冲,华发城建未来荟,89,南,32厅1卫,3,2,1,3950 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,吉大,山海一品,151.88,西北,32厅4卫,3,2,4,3950 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,南湾,华发新城四期,131,南,32厅2卫,3,2,2,3950 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,湾仔,华发峰景湾,135,东南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,免费车位,民水,民电,有
香洲区,南湾,华策南湾国际,91,东南,32厅1卫,3,2,1,3900 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,柠溪,岭南世家华景园,93.48,南,32厅1卫,3,2,1,3900 ,整租,/精装/随时看房/,有,免费车位,商水,商电,有
香洲区,唐家湾,翠湖香山玉兰苑,126,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,拱北,恒虹世纪广场,121,北,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,上冲,奥园商业广场,108,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,免费车位,商水,商电,有
香洲区,南屏,锦绣四季花园三期·双城汇,86,南北,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,商电,有
香洲区,横琴,龙光·玖龙玺,106,东南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,免费车位,商水,商电,有
香洲区,吉大,海景花园(香洲区),162,南,32厅3卫,3,2,3,3900 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,吉大,石花新村,98,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,无
香洲区,柠溪,双竹街5号,78,东南南,32厅1卫,3,2,1,3900 ,整租,/精装/,有,免费车位,商水,商电,无
香洲区,南湾,华发世纪城四期,90,西南,32厅1卫,3,2,1,3900 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,南湾,华发新城二期,147,南北,32厅3卫,3,2,3,3900 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,老香洲,每一间,198.2,南,32厅3卫,3,2,3,3900 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,横琴,红旗村东江花园,95,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,夏湾,恒泰豪庭,116,西,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,前山,招商花园城一期,89,南,32厅1卫,3,2,1,3900 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,前山,卓雅北苑,88.6,南,32厅1卫,3,2,1,3900 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,湾仔,华发四季半岛·翡翠湾,102,东南,32厅2卫,3,2,2,3900 ,整租,/双卫生间/,有,租用车位,商水,商电,有
香洲区,南湾,华发世纪城四期,89,南,32厅1卫,3,2,1,3900 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,前山,招商花园城一期,89,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,唐家湾,龙湖天玺院,98,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,无
香洲区,前山,心海州,88,南,32厅1卫,3,2,1,3900 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,老香洲,星海湾,164.6,东东北,32厅3卫,3,2,3,3900 ,整租,/,有,租用车位,民水,民电,有
香洲区,南湾,中信红树湾四期,156.9,东南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,南湾,华发世纪城四期,89,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,柠溪,宏大花园,103.62,东,32厅2卫,3,2,2,3900 ,整租,/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,新香洲,金地伊顿山一期,122,东南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,唐家湾,万科第五园,90,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
香洲区,湾仔,佳兆业·水岸华都·悦港湾,89,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
香洲区,老香洲,南华小区西苑,95,南,32厅1卫,3,2,1,3900 ,整租,/,有,租用车位,民水,民电,无
香洲区,唐家湾,首开龙湖天钜,90,南,32厅2卫,3,2,2,3900 ,整租,/双卫生间/,有,租用车位,商水,商电,有
香洲区,拱北,海安园,86,北,32厅1卫,3,2,1,3900 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,唐家湾,仁恒滨海半岛1期,97,南,32厅1卫,3,2,1,3900 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,唐家湾,京师家园,123,南北,32厅1卫,3,2,1,3900 ,整租,/精装/,有,租用车位,商水,商电,无
香洲区,唐家湾,保利海上五月花2期,131,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,拱北,正邦岭秀城,121,南北,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,横琴,荔枝湾花园（北区）,85,南,32厅1卫,3,2,1,3900 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,上冲,上宝花园,59.26,南,31厅1卫,3,1,1,3900 ,整租,/,有,租用车位,民水,民电,无
香洲区,横琴,横琴国贸大厦,105.67,南,32厅1卫,3,2,1,3900 ,整租,/精装/随时看房/,有,租用车位,商水,商电,无
香洲区,柠溪,南香里,80,南北,32厅1卫,3,2,1,3900 ,整租,/随时看房/,有,租用车位,商水,商电,无
香洲区,新香洲,万丰花园,73,北,32厅1卫,3,2,1,3900 ,整租,/随时看房/,有,租用车位,民水,民电,有
香洲区,老香洲,阳光地带,112.88,南,32厅1卫,3,2,1,3900 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,唐家湾,华策帝景湾,97,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,南湾,华发世纪城四期,122,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,唐家湾,海怡湾畔,125,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,有
香洲区,拱北,正邦岭秀城,120,东南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,洪湾,中邦浪琴湾,117,南北,32厅2卫,3,2,2,3900 ,整租,/双卫生间/,有,租用车位,民水,民电,有
香洲区,唐家湾,翠湖香山玉兰苑,114,南,32厅1卫,3,2,1,3900 ,整租,/精装/,有,租用车位,民水,商电,有
香洲区,拱北,中铁诺德国际,113,南北,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,新香洲,银厦广场,100,北,32厅2卫,3,2,2,3900 ,整租,/双卫生间/,有,租用车位,民水,民电,无
香洲区,横琴,华发广场悦琴湾,90,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,有
香洲区,拱北,骏发山庄,114.74,东,31厅2卫,3,1,2,3900 ,整租,/双卫生间/随时看房/,有,租用车位,商水,商电,有
香洲区,唐家湾,仁恒滨海半岛1期,96.88,东南,32厅1卫,3,2,1,3900 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,前山,京华奥园B区,93,西北,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,湾仔,华发峰景名苑,90,东南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,有
香洲区,唐家湾,远大美域,142.12,南北,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,湾仔,华发峰景湾,100,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,夏湾,涛景花园,123,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,无
香洲区,吉大,怡海大厦,138,东北,32厅1卫,3,2,1,3900 ,整租,/精装/,有,租用车位,民水,民电,无
香洲区,上冲,奥园商业广场,105,南,32厅0卫,3,2,0,3900 ,整租,/精装/非居住房屋/,有,租用车位,商水,商电,有
香洲区,吉大,华景西苑,99,东南,32厅1卫,3,2,1,3900 ,整租,/精装/,有,免费车位,民水,民电,无
香洲区,湾仔,时代保利中环广场中区,120,东南南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,老香洲,福寿街,83,南北,32厅1卫,3,2,1,3900 ,整租,/随时看房/,有,免费车位,商水,商电,无
香洲区,兰埔,格力香樟,156,南,32厅2卫,3,2,2,3900 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,横琴,华发广场悦琴湾,90,西南,32厅1卫,3,2,1,3850 ,整租,/精装/随时看房/,有,免费车位,商水,商电,有
香洲区,老香洲,红旗街住宅,105,南,32厅1卫,3,2,1,3800 ,整租,/,有,租用车位,商水,商电,有
香洲区,横琴,中海名钻花园,127,南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,新香洲,鸿泰八零,95.74,南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,前山,燕都,103,南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,商电,有
香洲区,兰埔,夏南新村,89,南,32厅1卫,3,2,1,3800 ,整租,/,有,免费车位,商水,商电,无
香洲区,吉大,兆福花园,85,南,31厅1卫,3,1,1,3800 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,唐家湾,万科红树东岸,125,南北,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,有
香洲区,拱北,南油花园,99,南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,唐家湾,保利海上五月花,125,东南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,洪湾,朗廷广场,102,南,32厅3卫,3,2,3,3800 ,整租,/精装/非居住房屋/,有,租用车位,商水,商电,无
香洲区,南湾,中信红树湾二期,86,南,32厅1卫,3,2,1,3800 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,上冲,华发城建未来荟,89,东北,32厅1卫,3,2,1,3800 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,横琴,横琴国贸大厦,126,东,32厅1卫,3,2,1,3800 ,整租,/精装/,有,租用车位,商水,商电,无
香洲区,湾仔,华发城建四季半岛·钻石湾,102.85,南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,有
香洲区,横琴,荔枝湾花园（南区）,81,南,32厅1卫,3,2,1,3800 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,上冲,华发城建未来荟,74,东南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/随时看房/,有,免费车位,民水,民电,有
香洲区,洪湾,中邦浪琴湾,99,南,32厅1卫,3,2,1,3800 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,拱北,华苑花园,97,东南,32厅1卫,3,2,1,3800 ,整租,/精装/,有,免费车位,民水,民电,无
香洲区,南屏,华发水岸二期,86,南,32厅1卫,3,2,1,3800 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,横琴,荔枝湾花园（南区）,84,南,32厅1卫,3,2,1,3800 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,湾仔,华发城建四季半岛·钻石湾,98.7,东南,32厅2卫,3,2,2,3800 ,整租,/双卫生间/,有,租用车位,商水,商电,无
香洲区,夏湾,龙光玖龙湾,108.4,南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,老香洲,桃园路住宅,75.26,南,32厅1卫,3,2,1,3800 ,整租,/,有,租用车位,商水,商电,无
香洲区,横琴,荔枝湾花园（北区）,84,东南,32厅1卫,3,2,1,3800 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,南湾,华发世纪城二期,122,北,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,横琴,华发首府花园一期,95,南北,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,横琴,华发广场悦琴湾,89.9,西南,32厅1卫,3,2,1,3800 ,整租,/精装/,有,租用车位,商水,民电,有
香洲区,新香洲,日苑,105,南,32厅2卫,3,2,2,3800 ,整租,/双卫生间/,有,租用车位,民水,民电,无
香洲区,横琴,中海名钻花园,96,南,32厅1卫,3,2,1,3800 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,横琴,荔枝湾花园（北区）,84,南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
香洲区,横琴,华发广场悦海湾,90,西南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,有
香洲区,湾仔,碧桂园濠月湾,116.32,东南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
香洲区,唐家湾,首开龙湖天钜,120,南,32厅1卫,3,2,1,3800 ,整租,/精装/,有,租用车位,商水,商电,无
香洲区,南湾,华发新城五期,89,北,32厅1卫,3,2,1,3800 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,唐家湾,保利海上五月花2期,98,东南,32厅1卫,3,2,1,3800 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,南湾,华发世纪城四期,141,南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,横琴,荔枝湾花园（南区）,84,东南,32厅1卫,3,2,1,3800 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,横琴,荔枝湾花园（南区）,84,南,32厅1卫,3,2,1,3800 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,洪湾,中邦浪琴湾,97,南北,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
香洲区,唐家湾,仁恒滨海半岛四期,96,东南,32厅1卫,3,2,1,3800 ,整租,/精装/随时看房/,有,租用车位,商水,商电,有
香洲区,横琴,荔枝湾花园（南区）,84,东南,32厅1卫,3,2,1,3800 ,整租,/随时看房/,有,租用车位,民水,民电,有
香洲区,唐家湾,仁恒滨海半岛三期,95,南,32厅1卫,3,2,1,3800 ,整租,/精装/,有,租用车位,商水,商电,有
香洲区,南湾,华发新城三期,136,南北,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
香洲区,唐家湾,仁恒滨海半岛四期,133,南北,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
香洲区,唐家湾,海怡湾畔,141,南,32厅2卫,3,2,2,3800 ,整租,/双卫生间/,有,租用车位,商水,商电,有
香洲区,新香洲,嘉怡花园一期,89.5,北,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,无
香洲区,横琴,中海名钻花园,127,南,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
香洲区,唐家湾,旭日湾花园,96,北,32厅2卫,3,2,2,3800 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
